2.2384 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
15.3551 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
17.6530 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D116B049B0>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D116F199E8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
17.6537 	EXP 	window1: mouseVisible = True
17.6538 	EXP 	window1: recordFrameIntervals = False
17.8180 	EXP 	window1: recordFrameIntervals = True
18.0017 	EXP 	window1: recordFrameIntervals = False
18.4896 	EXP 	Created instrText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='instrText', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
18.6273 	EXP 	Created map = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='image/RMT_test_map.jpg', interpolate=True, mask=None, maskParams=None, name='map', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.75, 0.75]), texRes=128, units='height', win=Window(...))
18.6532 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Finished', units='height', win=Window(...), wrapWidth=1)
18.6924 	EXP 	instrText: autoDraw = True
25.7342 	DATA 	Keypress: space
25.8478 	EXP 	Imported road map conditions.xlsx as conditions, 32 conditions, 2 params
25.8688 	EXP 	Created sequence: random, trialTypes=32, nReps=1, seed=None
25.8695 	EXP 	New trial (rep=0, index=0): OrderedDict([('corrAns', 's'), ('directNote', None)])
25.9331 	EXP 	instrText: autoDraw = False
25.9331 	EXP 	map: autoDraw = True
29.1831 	DATA 	Keypress: left
30.4316 	DATA 	Keypress: left
31.3642 	DATA 	Keypress: right
32.1814 	DATA 	Keypress: right
33.0131 	DATA 	Keypress: left
33.8313 	DATA 	Keypress: left
34.4468 	DATA 	Keypress: right
35.0942 	DATA 	Keypress: right
36.6771 	DATA 	Keypress: right
40.2571 	DATA 	Keypress: left
41.1077 	DATA 	Keypress: right
41.8726 	DATA 	Keypress: left
42.6720 	DATA 	Keypress: left
43.6541 	DATA 	Keypress: right
45.7683 	EXP 	New trial (rep=0, index=1): OrderedDict([('corrAns', 's'), ('directNote', None)])
45.7802 	EXP 	map: autoDraw = False
45.7802 	EXP 	map: autoDraw = True
47.6841 	DATA 	Keypress: right
48.3343 	DATA 	Keypress: left
49.9662 	DATA 	Keypress: left
52.8969 	DATA 	Keypress: right
57.1106 	DATA 	Keypress: right
58.0776 	DATA 	Keypress: left
58.9748 	DATA 	Keypress: left
60.1571 	DATA 	Keypress: left
61.2935 	DATA 	Keypress: right
63.5719 	DATA 	Keypress: right
65.5542 	DATA 	Keypress: left
65.7673 	EXP 	New trial (rep=0, index=2): OrderedDict([('corrAns', 'k'), ('directNote', None)])
65.7805 	EXP 	map: autoDraw = False
