2.2384 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
65.7805 	EXP 	map: autoDraw = True
68.9155 	DATA 	Keypress: left
69.7159 	DATA 	Keypress: left
71.0489 	DATA 	Keypress: right
72.5477 	DATA 	Keypress: right
77.7435 	DATA 	Keypress: left
78.9756 	DATA 	Keypress: left
82.9223 	DATA 	Keypress: right
85.7670 	EXP 	New trial (rep=0, index=3): OrderedDict([('corrAns', 'k'), ('directNote', None)])
85.7809 	EXP 	map: autoDraw = False
85.7809 	EXP 	map: autoDraw = True
105.7661 	EXP 	New trial (rep=0, index=4): OrderedDict([('corrAns', 'k'), ('directNote', None)])
105.7803 	EXP 	map: autoDraw = False
105.7803 	EXP 	map: autoDraw = True
125.7678 	EXP 	New trial (rep=0, index=5): OrderedDict([('corrAns', 'k'), ('directNote', None)])
125.7812 	EXP 	map: autoDraw = False
125.7812 	EXP 	map: autoDraw = True
140.5936 	EXP 	New trial (rep=0, index=6): OrderedDict([('corrAns', 'k'), ('directNote', None)])
140.5983 	DATA 	Keypress: s
140.6039 	EXP 	map: autoDraw = False
140.6039 	EXP 	map: autoDraw = True
141.6752 	EXP 	New trial (rep=0, index=7): OrderedDict([('corrAns', 's'), ('directNote', None)])
141.6790 	DATA 	Keypress: s
141.6849 	EXP 	map: autoDraw = False
141.6849 	EXP 	map: autoDraw = True
143.1559 	DATA 	Keypress: k
143.1735 	EXP 	New trial (rep=0, index=8): OrderedDict([('corrAns', 'k'), ('directNote', None)])
143.1828 	EXP 	map: autoDraw = False
143.1828 	EXP 	map: autoDraw = True
144.0229 	EXP 	New trial (rep=0, index=9): OrderedDict([('corrAns', 'k'), ('directNote', None)])
144.0269 	DATA 	Keypress: k
144.0328 	EXP 	map: autoDraw = False
144.0328 	EXP 	map: autoDraw = True
146.5705 	DATA 	Keypress: s
147.7870 	EXP 	New trial (rep=0, index=10): OrderedDict([('corrAns', 's'), ('directNote', None)])
147.7918 	DATA 	Keypress: s
147.7975 	EXP 	map: autoDraw = False
147.7975 	EXP 	map: autoDraw = True
148.5197 	EXP 	New trial (rep=0, index=11): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
148.5237 	DATA 	Keypress: k
148.5292 	EXP 	map: autoDraw = False
148.5292 	EXP 	map: autoDraw = True
149.6179 	EXP 	New trial (rep=0, index=12): OrderedDict([('corrAns', 's'), ('directNote', None)])
149.6239 	DATA 	Keypress: k
149.6296 	EXP 	map: autoDraw = False
149.6296 	EXP 	map: autoDraw = True
150.7665 	DATA 	Keypress: k
150.7837 	EXP 	New trial (rep=0, index=13): OrderedDict([('corrAns', 's'), ('directNote', None)])
150.7938 	EXP 	map: autoDraw = False
150.7938 	EXP 	map: autoDraw = True
153.1493 	EXP 	New trial (rep=0, index=14): OrderedDict([('corrAns', 's'), ('directNote', None)])
153.1533 	DATA 	Keypress: s
153.1588 	EXP 	map: autoDraw = False
153.1588 	EXP 	map: autoDraw = True
154.1155 	EXP 	New trial (rep=0, index=15): OrderedDict([('corrAns', 'k'), ('directNote', None)])
154.1198 	DATA 	Keypress: k
154.1246 	EXP 	map: autoDraw = False
154.1246 	EXP 	map: autoDraw = True
155.7966 	EXP 	New trial (rep=0, index=16): OrderedDict([('corrAns', 'k'), ('directNote', None)])
155.8009 	DATA 	Keypress: s
155.8069 	EXP 	map: autoDraw = False
155.8069 	EXP 	map: autoDraw = True
157.6612 	EXP 	New trial (rep=0, index=17): OrderedDict([('corrAns', 'k'), ('directNote', None)])
157.6652 	DATA 	Keypress: s
157.6716 	EXP 	map: autoDraw = False
157.6716 	EXP 	map: autoDraw = True
159.3959 	EXP 	New trial (rep=0, index=18): OrderedDict([('corrAns', 'k'), ('directNote', None)])
159.4011 	DATA 	Keypress: k
159.4076 	EXP 	map: autoDraw = False
159.4076 	EXP 	map: autoDraw = True
160.1108 	EXP 	New trial (rep=0, index=19): OrderedDict([('corrAns', 's'), ('directNote', None)])
160.1151 	DATA 	Keypress: k
160.1210 	EXP 	map: autoDraw = False
160.1210 	EXP 	map: autoDraw = True
160.8100 	EXP 	New trial (rep=0, index=20): OrderedDict([('corrAns', 's'), ('directNote', None)])
160.8144 	DATA 	Keypress: s
160.8202 	EXP 	map: autoDraw = False
160.8202 	EXP 	map: autoDraw = True
161.6250 	EXP 	New trial (rep=0, index=21): OrderedDict([('corrAns', 'k'), ('directNote', None)])
161.6298 	DATA 	Keypress: s
161.6360 	EXP 	map: autoDraw = False
161.6360 	EXP 	map: autoDraw = True
162.8748 	EXP 	New trial (rep=0, index=22): OrderedDict([('corrAns', 's'), ('directNote', None)])
162.8787 	DATA 	Keypress: k
162.8843 	EXP 	map: autoDraw = False
162.8843 	EXP 	map: autoDraw = True
169.6518 	EXP 	New trial (rep=0, index=23): OrderedDict([('corrAns', 'k'), ('directNote', None)])
169.6562 	DATA 	Keypress: k
169.6618 	EXP 	map: autoDraw = False
169.6618 	EXP 	map: autoDraw = True
171.1665 	EXP 	New trial (rep=0, index=24): OrderedDict([('corrAns', 's'), ('directNote', 'k = right')])
171.1700 	DATA 	Keypress: s
171.1771 	EXP 	map: autoDraw = False
171.1771 	EXP 	map: autoDraw = True
172.7813 	EXP 	New trial (rep=0, index=25): OrderedDict([('corrAns', 'k'), ('directNote', None)])
172.7836 	DATA 	Keypress: k
172.7925 	EXP 	map: autoDraw = False
172.7925 	EXP 	map: autoDraw = True
172.7994 	EXP 	New trial (rep=0, index=26): OrderedDict([('corrAns', 's'), ('directNote', None)])
172.8025 	DATA 	Keypress: s
172.8092 	EXP 	map: autoDraw = False
172.8092 	EXP 	map: autoDraw = True
172.9822 	EXP 	New trial (rep=0, index=27): OrderedDict([('corrAns', 'k'), ('directNote', None)])
172.9860 	DATA 	Keypress: k
172.9925 	EXP 	map: autoDraw = False
172.9925 	EXP 	map: autoDraw = True
173.0320 	EXP 	New trial (rep=0, index=28): OrderedDict([('corrAns', 's'), ('directNote', None)])
173.0355 	DATA 	Keypress: s
173.0424 	EXP 	map: autoDraw = False
173.0424 	EXP 	map: autoDraw = True
173.1490 	EXP 	New trial (rep=0, index=29): OrderedDict([('corrAns', 's'), ('directNote', None)])
173.1530 	DATA 	Keypress: k
173.1588 	EXP 	map: autoDraw = False
173.1588 	EXP 	map: autoDraw = True
173.1666 	DATA 	Keypress: s
173.2983 	DATA 	Keypress: k
173.3154 	EXP 	New trial (rep=0, index=30): OrderedDict([('corrAns', 'k'), ('directNote', None)])
173.3192 	DATA 	Keypress: s
173.3247 	EXP 	map: autoDraw = False
173.3247 	EXP 	map: autoDraw = True
173.4479 	DATA 	Keypress: k
173.4649 	EXP 	New trial (rep=0, index=31): OrderedDict([('corrAns', 's'), ('directNote', None)])
173.4689 	DATA 	Keypress: s
173.4753 	EXP 	map: autoDraw = False
173.4753 	EXP 	map: autoDraw = True
173.6382 	DATA 	Keypress: s
173.6404 	DATA 	Keypress: k
173.6438 	EXP 	map: autoDraw = False
173.6438 	EXP 	text: autoDraw = True
173.7792 	DATA 	Keypress: s
173.7810 	DATA 	Keypress: k
173.7896 	EXP 	text: autoDraw = False
174.0154 	EXP 	window1: mouseVisible = True
