corrAns,directNote,displayMap.thisRepN,displayMap.thisTrialN,displayMap.thisN,displayMap.thisIndex,instrText.started,instrText.stopped,map.started,map.stopped,directionResponses.keys,directionResponses.corr,directionResponses.rt,directionResponses.started,directionResponses.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
s,s = left,0,0,0,0,15.820136199938133,None,17.29992389981635,None,['s'],0,[0.3436954999342561],17.29992389981635,None,,,1,001,2020_Nov_05_2308,road map expt,2020.2.4,60.09860973813972,
,,,,,,,,,,,,,,,17.662106699775904,None,,,,,,,
