trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrText.started,instrText.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,150.06675800005905,None,164.74118930008262,None,space,1.6286903000436723,164.74118930008262,None,1,001,2020_Oct_28_1417,road map expt,2020.2.4,60.02256851785937,
