corrAns,directNote,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrText.started,instrText.stopped,directions.keys,directions.corr,directions.started,directions.stopped,map.started,map.stopped,participant,session,date,expName,psychopyVersion,frameRate,
s,s = left,0,0,0,0,19.452978800050914,None,None,0,23.126519600162283,None,23.126519600162283,None,1,001,2020_Oct_28_1410,road map expt,2020.2.4,60.13211031427299,
