corrAns,directNote,displayMap.thisRepN,displayMap.thisTrialN,displayMap.thisN,displayMap.thisIndex,instrText.started,instrText.stopped,map.started,map.stopped,directionResponses.keys,directionResponses.corr,directionResponses.rt,directionResponses.started,directionResponses.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
s,s = left,0,0,0,0,13.532670499997039,None,14.65594570000394,None,"['s', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 'k', 's', 's', 'k', 's', 'k', 's', 's', 'k', 's', 'k', 's', 'k', 's']",0,"[0.6381901999993715, 2.922919399999955, 3.1438826999947196, 3.409329899994191, 3.623614899996028, 3.867883399994753, 4.022327099999529, 4.235479799994209, 4.3626793999937945, 4.502243999995699, 4.592442799999844, 4.688397499994608, 4.769075099997281, 4.877783199997793, 4.931033399996522, 5.04251999999542, 5.106575299992983, 5.225086399994325, 5.273334299999988, 5.408113399993454, 5.446026899997378, 5.594144999995478, 5.620713799995428, 5.7854541999986395, 5.8176506999952835, 5.967705799994292, 5.989109099995403, 6.1502869999967515, 6.186300299996219, 6.3542892999976175, 6.386048299995309, 6.547434399995836, 6.595383399995626, 6.743712799994682, 6.80227709999599, 6.924188099997991, 6.99974509999447, 7.111447599992971, 7.1967780999984825, 7.307556699997804, 7.383127699999022, 7.478884799995285, 7.569147599999269, 7.683082299998205, 7.7527809999955934, 7.859605999998166, 7.939608999993652, 8.03546389999974, 8.12610809999751, 8.217168099996343, 8.307908299997507, 8.412184799999523, 8.487413899994863, 8.599272499996005, 8.689931299995806, 8.794054699996195, 8.86469219999708, 8.983538099993893, 9.058234099997208, 9.170709799996985, 9.250375499999791, 9.363723699992988, 9.437478799998644, 9.555078299999877, 9.635068699994008, 9.747182799997972, 9.838075599996955, 9.940099399995233, 10.030712499996298, 10.126499299993156, 10.211250199994538, 10.330069799994817, 10.409190399994259, 10.51583699999901, 10.60685779999767, 10.718468499995652, 10.809106799999427, 10.915535199994338, 11.022372299994458, 11.1184082999971, 11.230851899999834, 11.32817289999366, 11.428669799999625, 11.529693699994823, 11.63123959999939, 11.722049199997855, 11.829333499998029, 11.9251615999965, 12.037297099996067, 12.122473999996146, 12.23437759999797, 12.319609199999832, 12.431782099993143, 12.512104299996281, 12.629405299994687, 12.703977399993164, 12.82906269999512, 12.89677309999388, 13.027365299996745, 13.080288699995435, 13.22277849999955, 13.28137119999883, 13.413552299993171, 13.467459999999846, 13.603758699995524, 13.635704199994507, 13.796450899993943, 13.834091999997327, 13.992310499997984, 14.0348634999973, 14.18600349999906, 14.249982099994668, 14.372381699999096, 14.447148099992773, 14.586894099993515, 14.656072699996002, 14.78218249999918, 14.842246999993222, 14.96573139999964, 15.041002899997693, 15.16329429999314, 15.248727999998664, 15.360840800000005, 15.43027489999804, 15.55599429999711, 15.614772799999628, 15.742875999996613, 15.801481599999534, 15.942660599997907, 16.007830499998818, 16.144268099997134, 16.208918799995445, 16.342049799997767, 16.37481139999727, 16.541164399997797, 16.561277599997993, 16.728221499994106, 16.79788169999665, 16.96366279999347, 17.934661299994332, 18.139275499997893, 18.7900834999964, 18.953923599998234, 19.210629499997594, 19.356895099997928, 19.484546399995452]",14.65594570000394,None,,,1,001,2020_Nov_11_2328,road map expt,2020.2.4,60.09023149049843,
,,,,,,,,,,,,,,,34.34469710000121,None,,,,,,,
