corrAns,directNote,displayMap.thisRepN,displayMap.thisTrialN,displayMap.thisN,displayMap.thisIndex,instrText.started,instrText.stopped,map.started,map.stopped,directionResponses.keys,directionResponses.corr,directionResponses.rt,directionResponses.started,directionResponses.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
s,s = left,13,0,13,0,,,36.43512689997442,None,['k'],0,[0.1779795999173075],36.43512689997442,None,,,1,001,2020_Nov_09_1316,road map expt,2020.2.4,60.03802811097494,
s,s = left,14,0,14,0,,,36.64730040007271,None,['k'],0,[0.15821460005827248],36.64730040007271,None,,,1,001,2020_Nov_09_1316,road map expt,2020.2.4,60.03802811097494,
s,s = left,15,0,15,0,,,36.83306510001421,None,['k'],0,[0.15441350010223687],36.83306510001421,None,,,1,001,2020_Nov_09_1316,road map expt,2020.2.4,60.03802811097494,
s,s = left,16,0,16,0,,,37.01955779991113,None,['k'],0,[0.14045539987273514],37.01955779991113,None,,,1,001,2020_Nov_09_1316,road map expt,2020.2.4,60.03802811097494,
s,s = left,17,0,17,0,,,37.18209549994208,None,['k'],0,[0.16166460001841187],37.18209549994208,None,,,1,001,2020_Nov_09_1316,road map expt,2020.2.4,60.03802811097494,
s,s = left,18,0,18,0,,,37.36690329993144,None,['k'],0,[0.1704913000576198],37.36690329993144,None,,,1,001,2020_Nov_09_1316,road map expt,2020.2.4,60.03802811097494,
s,s = left,19,0,19,0,,,37.56858010008,None,['k'],0,[0.16962469997815788],37.56858010008,None,,,1,001,2020_Nov_09_1316,road map expt,2020.2.4,60.03802811097494,
s,s = left,20,0,20,0,,,37.76626870012842,None,['k'],0,[0.13790259999223053],37.76626870012842,None,,,1,001,2020_Nov_09_1316,road map expt,2020.2.4,60.03802811097494,
s,s = left,21,0,21,0,,,37.932928800117224,None,['k'],0,[0.12942400015890598],37.932928800117224,None,,,1,001,2020_Nov_09_1316,road map expt,2020.2.4,60.03802811097494,
s,s = left,22,0,22,0,,,38.08296569995582,None,['k'],0,[0.17312559997662902],38.08296569995582,None,,,1,001,2020_Nov_09_1316,road map expt,2020.2.4,60.03802811097494,
s,s = left,23,0,23,0,,,38.277562000090256,None,['k'],0,[0.13518879981711507],38.277562000090256,None,,,1,001,2020_Nov_09_1316,road map expt,2020.2.4,60.03802811097494,
s,s = left,24,0,24,0,,,38.44731470011175,None,['k'],0,[0.13523569982498884],38.44731470011175,None,,,1,001,2020_Nov_09_1316,road map expt,2020.2.4,60.03802811097494,
s,s = left,25,0,25,0,,,38.61356010008603,None,['k'],0,[0.13525900011882186],38.61356010008603,None,,,1,001,2020_Nov_09_1316,road map expt,2020.2.4,60.03802811097494,
s,s = left,26,0,26,0,,,38.78042829991318,None,['k'],0,[0.1207141000777483],38.78042829991318,None,,,1,001,2020_Nov_09_1316,road map expt,2020.2.4,60.03802811097494,
s,s = left,27,0,27,0,,,38.93161579989828,None,['k'],0,[0.31677479995414615],38.93161579989828,None,,,1,001,2020_Nov_09_1316,road map expt,2020.2.4,60.03802811097494,
s,s = left,28,0,28,0,,,39.27807840006426,None,['k'],0,[0.15737789985723794],39.27807840006426,None,,,1,001,2020_Nov_09_1316,road map expt,2020.2.4,60.03802811097494,
s,s = left,29,0,29,0,,,39.458798200124875,None,['k'],0,[0.13199259992688894],39.458798200124875,None,,,1,001,2020_Nov_09_1316,road map expt,2020.2.4,60.03802811097494,
s,s = left,30,0,30,0,,,39.615127299912274,None,['k'],0,[0.1403506000060588],39.615127299912274,None,,,1,001,2020_Nov_09_1316,road map expt,2020.2.4,60.03802811097494,
s,s = left,31,0,31,0,,,39.77951389993541,None,['k'],0,[0.1394175998866558],39.77951389993541,None,,,1,001,2020_Nov_09_1316,road map expt,2020.2.4,60.03802811097494,
,,,,,,,,,,,,,,,39.94378080009483,None,,,,,,,
