corrAns,directNote,displayMap.thisRepN,displayMap.thisTrialN,displayMap.thisN,displayMap.thisIndex,directions2.thisRepN,directions2.thisTrialN,directions2.thisN,directions2.thisIndex,instrText.started,instrText.stopped,map.started,map.stopped,participant,session,date,expName,psychopyVersion,frameRate,
s,s = left,0,0,0,0,0,0,0,0,11.01750269997865,None,14.27285259985365,None,1,001,2020_Nov_04_1406,road map expt,2020.2.4,60.03745138175247,
