corrAns,directNote,displayMap.thisRepN,displayMap.thisTrialN,displayMap.thisN,displayMap.thisIndex,instrText.started,instrText.stopped,map.started,map.stopped,directionResponses.keys,directionResponses.corr,directionResponses.rt,directionResponses.started,directionResponses.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
s,s = left,0,0,0,0,15.807753900000534,None,18.508131499998854,None,['k'],0,[4.224270700004126],18.508131499998854,None,,,1,001,2020_Nov_11_2325,road map expt,2020.2.4,60.11779480827015,
,,,,,,,,,,,,,,,22.75971849999769,None,,,,,,,
