corrAns,directNote,displayMap.thisRepN,displayMap.thisTrialN,displayMap.thisN,displayMap.thisIndex,instrText.started,instrText.stopped,map.started,map.stopped,directionResponses.keys,directionResponses.corr,directionResponses.rt,directionResponses.started,directionResponses.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
s,s = left,0,0,0,0,16.70707349991426,None,18.370712999720126,None,['k'],0,[1.2666007997468114],18.370712999720126,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,1,0,1,0,,,19.663234899751842,None,['k'],0,[0.2633739998564124],19.663234899751842,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,2,0,2,0,,,19.946573699824512,None,['k'],0,[0.2977064000442624],19.946573699824512,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,3,0,3,0,,,20.262931199744344,None,['k'],0,[0.3026447999291122],20.262931199744344,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,4,0,4,0,,,20.594064599834383,None,['k'],0,[0.27047570003196597],20.594064599834383,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,5,0,5,0,,,20.893095300067216,None,['k'],0,[0.31331919971853495],20.893095300067216,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,6,0,6,0,,,21.23127339966595,None,['k'],0,[0.3099464001134038],21.23127339966595,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,7,0,7,0,,,21.561868200078607,None,['k'],0,[0.6213135002180934],21.561868200078607,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,8,0,8,0,,,22.211807100102305,None,['k'],0,[0.28585259988904],22.211807100102305,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,9,0,9,0,,,22.529188399668783,None,['k'],0,[0.32461929973214865],22.529188399668783,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,10,0,10,0,,,22.87483699992299,None,['k'],0,[0.2816731999628246],22.87483699992299,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,11,0,11,0,,,23.17462969990447,None,['k'],0,[0.3229987998493016],23.17462969990447,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,12,0,12,0,,,23.526771399658173,None,['k'],0,[0.32274509966373444],23.526771399658173,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,13,0,13,0,,,23.876254699658602,None,['k'],0,[0.31773759983479977],23.876254699658602,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,14,0,14,0,,,24.225098999682814,None,['k'],0,[0.2948381002061069],24.225098999682814,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,15,0,15,0,,,24.54276489978656,None,['k'],0,[0.33194649964571],24.54276489978656,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,16,0,16,0,,,24.894908899907023,None,['k'],0,[0.29504220001399517],24.894908899907023,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,17,0,17,0,,,25.211018399801105,None,['k'],0,[0.30463120015338063],25.211018399801105,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,18,0,18,0,,,25.540880599990487,None,['k'],0,[0.3205434000119567],25.540880599990487,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,19,0,19,0,,,25.894043900072575,None,['k'],0,[0.28765209997072816],25.894043900072575,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,20,0,20,0,,,26.206563599873334,None,['k'],0,[0.2756775002926588],26.206563599873334,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,21,0,21,0,,,26.512170400004834,None,['k'],0,[0.287293900270015],26.512170400004834,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,22,0,22,0,,,26.82488469965756,None,['k'],0,[0.28113549994304776],26.82488469965756,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,23,0,23,0,,,27.124963599722832,None,['k'],0,[0.31175650004297495],27.124963599722832,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,24,0,24,0,,,27.456580400001258,None,['k'],0,[0.28079909970983863],27.456580400001258,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,25,0,25,0,,,27.756962299812585,None,['k'],0,[0.3002178999595344],27.756962299812585,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,26,0,26,0,,,28.09054260002449,None,['k'],0,[0.28704810002818704],28.09054260002449,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,27,0,27,0,,,28.42392939981073,None,['k'],0,[0.25886059971526265],28.42392939981073,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,28,0,28,0,,,28.706006499938667,None,['k'],0,[0.22920820023864508],28.706006499938667,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,29,0,29,0,,,28.957007199991494,None,['k'],0,[0.2801790996454656],28.957007199991494,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,30,0,30,0,,,29.269548600073904,None,['k'],0,[0.26001839991658926],29.269548600073904,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
s,s = left,31,0,31,0,,,29.555117399897426,None,['k'],0,[0.5219021998345852],29.555117399897426,None,,,1,001,2020_Nov_09_1443,road map expt,2020.2.4,60.02516251611566,
,,,,,,,,,,,,,,,30.103307399898767,None,,,,,,,
