corrAns,directNote,displayMap.thisRepN,displayMap.thisTrialN,displayMap.thisN,displayMap.thisIndex,instrText.started,instrText.stopped,map.started,map.stopped,directionResponses.keys,directionResponses.corr,directionResponses.rt,directionResponses.started,directionResponses.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
s,s = left,21,0,21,0,,,35.231158799957484,None,['k'],0,[0.2511915999930352],35.231158799957484,None,,,1,001,2020_Nov_04_1422,road map expt,2020.2.4,60.16206461305059,
s,s = left,22,0,22,0,,,35.51473970012739,None,['s'],0,[0.31566329998895526],35.51473970012739,None,,,1,001,2020_Nov_04_1422,road map expt,2020.2.4,60.16206461305059,
s,s = left,23,0,23,0,,,35.8473000000231,None,['k'],0,[0.25429929979145527],35.8473000000231,None,,,1,001,2020_Nov_04_1422,road map expt,2020.2.4,60.16206461305059,
s,s = left,24,0,24,0,,,36.13057700009085,None,['s'],0,[0.3068611000198871],36.13057700009085,None,,,1,001,2020_Nov_04_1422,road map expt,2020.2.4,60.16206461305059,
s,s = left,25,0,25,0,,,36.463608799967915,None,['k'],0,[0.30565340002067387],36.463608799967915,None,,,1,001,2020_Nov_04_1422,road map expt,2020.2.4,60.16206461305059,
s,s = left,26,0,26,0,,,36.79647610010579,None,['s'],0,[0.27081479993648827],36.79647610010579,None,,,1,001,2020_Nov_04_1422,road map expt,2020.2.4,60.16206461305059,
s,s = left,27,0,27,0,,,37.09627120010555,None,['k'],0,[0.27926510013639927],37.09627120010555,None,,,1,001,2020_Nov_04_1422,road map expt,2020.2.4,60.16206461305059,
s,s = left,28,0,28,0,,,37.39608220010996,None,['s'],0,[0.30387690011411905],37.39608220010996,None,,,1,001,2020_Nov_04_1422,road map expt,2020.2.4,60.16206461305059,
s,s = left,29,0,29,0,,,37.72903349995613,None,['k'],0,[0.24424370005726814],37.72903349995613,None,,,1,001,2020_Nov_04_1422,road map expt,2020.2.4,60.16206461305059,
s,s = left,30,0,30,0,,,37.99533720011823,None,['s'],0,[0.24745159992016852],37.99533720011823,None,,,1,001,2020_Nov_04_1422,road map expt,2020.2.4,60.16206461305059,
s,s = left,31,0,31,0,,,38.26243590004742,None,['k'],0,[0.2880201998632401],38.26243590004742,None,,,1,001,2020_Nov_04_1422,road map expt,2020.2.4,60.16206461305059,
,,,,,,,,,,,,,,,38.57714599999599,None,,,,,,,
