corrAns,directNote,displayMap.thisRepN,displayMap.thisTrialN,displayMap.thisN,displayMap.thisIndex,instrText.started,instrText.stopped,map.started,map.stopped,directionResponses.keys,directionResponses.corr,directionResponses.rt,directionResponses.started,directionResponses.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
s,s = left,0,0,0,0,15.286570399999619,None,26.549324000254273,None,['s'],0,[3.348172700032592],26.549324000254273,None,,,1,001,2020_Nov_10_1310,road map expt,2020.2.4,59.98102205562966,
,,,,,,,,,,,,,,,29.914471100084484,None,,,,,,,
