displayMap.thisRepN,displayMap.thisTrialN,displayMap.thisN,displayMap.thisIndex,corrAns,directNote,instrText.started,instrText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,15.580408800393343,None,,,,,,,
