corrAns,directNote,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrText.started,instrText.stopped,directions.keys,directions.corr,directions.rt,directions.started,directions.stopped,map.started,map.stopped,participant,session,date,expName,psychopyVersion,frameRate,
s,None,0,11,11,20,,,['s'],0,[0.13203560002148151],43.05550290015526,None,43.05550290015526,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
s,s = left,0,12,12,0,,,['k'],0,[0.09920749999582767],43.20549640012905,None,43.20549640012905,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
k,None,0,13,13,14,,,['s'],0,[0.1572916000150144],43.32192700006999,None,43.32192700006999,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
s,None,0,14,14,16,,,['k'],0,[0.3039532999973744],43.505357100162655,None,43.505357100162655,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
s,None,0,15,15,12,,,['s'],0,[0.10115679982118309],43.83839030005038,None,43.83839030005038,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
k,None,0,16,16,18,,,['k'],0,[0.13687360007315874],43.954989300109446,None,43.954989300109446,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
k,None,0,17,17,2,,,['s'],0,[0.06115070008672774],44.12156430003233,None,44.12156430003233,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
k,None,0,18,18,27,,,['k'],0,[0.12242550007067621],44.204598100157455,None,44.204598100157455,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
s,None,0,19,19,26,,,['s'],0,[0.05247849994339049],44.354825100163,None,44.354825100163,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
k,None,0,20,20,17,,,['k'],0,[0.087062600068748],44.43768290011212,None,44.43768290011212,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
k,None,0,21,21,30,,,['s'],0,[0.04531569988466799],44.55443640006706,None,44.55443640006706,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
k,None,0,22,22,8,,,['k'],0,[0.17282540001906455],44.62091020005755,None,44.62091020005755,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
s,None,0,23,23,21,,,['s'],0,[0.02113830018788576],44.82073980011046,None,44.82073980011046,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
k,None,0,24,24,22,,,['k'],0,[0.13748069992288947],44.87072750017978,None,44.87072750017978,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
s,k = right,0,25,25,1,,,['s'],0,[0.029903599992394447],45.03756700013764,None,45.03756700013764,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
s,None,0,26,26,9,,,['k'],0,[0.1456158000510186],45.086598300142214,None,45.086598300142214,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
k,None,0,27,27,6,,,['s'],0,[0.16075229994021356],45.2537531000562,None,45.2537531000562,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
s,None,0,28,28,15,,,['k'],0,[0.004275300074368715],45.436918599996716,None,45.436918599996716,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
k,None,0,29,29,23,,,['s'],0,[0.15201220009475946],45.470278000226244,None,45.470278000226244,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
k,None,0,30,30,31,,,['k'],0,[0.01162149989977479],45.65345720015466,None,45.65345720015466,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
k,None,0,31,31,13,,,['s'],0,[0.10956940008327365],45.686756800161675,None,45.686756800161675,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
k,None,1,0,32,23,,,['k'],0,[0.024503600085154176],45.81988910003565,None,45.81988910003565,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
k,None,1,1,33,8,,,['s'],0,[0.07134360005147755],45.86931280000135,None,45.86931280000135,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
s,None,1,2,34,24,,,['k'],0,[0.05105520016513765],45.96979360003024,None,45.96979360003024,None,1,001,2020_Nov_02_1405,road map expt,2020.2.4,60.04891586980624,
