corrAns,directNote,displayMap.thisRepN,displayMap.thisTrialN,displayMap.thisN,displayMap.thisIndex,instrText.started,instrText.stopped,map.started,map.stopped,directionResponses.keys,directionResponses.corr,directionResponses.rt,directionResponses.started,directionResponses.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
s,s = left,0,0,0,0,18.893758799880743,None,20.12082039983943,None,['s'],0,[0.44730209978297353],20.12082039983943,None,,,1,001,2020_Nov_10_1316,road map expt,2020.2.4,60.13540075122863,
,,,,,,,,,,,,,,,20.586597700137645,None,,,,,,,
