corrAns,directNote,displayMap.thisRepN,displayMap.thisTrialN,displayMap.thisN,displayMap.thisIndex,instrText.started,instrText.stopped,map.started,map.stopped,directionResponses.keys,directionResponses.corr,directionResponses.started,directionResponses.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
s,s = left,0,0,0,0,15.28772300016135,None,19.25418320018798,None,None,0,19.25418320018798,None,,,1,001,2020_Nov_05_2307,road map expt,2020.2.4,60.0322973982907,
,,,,,,,,,,,,,,38.932341600069776,None,,,,,,,
