displayMap.thisRepN,displayMap.thisTrialN,displayMap.thisN,displayMap.thisIndex,corrAns,directNote,instrText.started,instrText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,13.645695799961686,None,,,,,,,
