displayMap.thisRepN,displayMap.thisTrialN,displayMap.thisN,displayMap.thisIndex,directions2.thisRepN,directions2.thisTrialN,directions2.thisN,directions2.thisIndex,corrAns,directNote,instrText.started,instrText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,10.46715520019643,None,,,,,,,
