displayMap.thisRepN,displayMap.thisTrialN,displayMap.thisN,displayMap.thisIndex,corrAns,directNote,instrText.started,instrText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,28.14712699991651,None,,,,,,,
