corrAns,directNote,displayMap.thisRepN,displayMap.thisTrialN,displayMap.thisN,displayMap.thisIndex,instrText.started,instrText.stopped,map.started,map.stopped,directionResponses.keys,directionResponses.corr,directionResponses.rt,directionResponses.started,directionResponses.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
s,s = left,0,0,0,0,16.831387600002927,None,20.204392100000405,None,"['k', 'k', 'k', 'k', 'k', 'k', 'k', 'k', 'k', 'k', 'k']",0,"[8.983441299998958, 10.73664909999934, 10.909367200001725, 12.183816299999307, 12.35034099999757, 15.138264100001834, 15.308963999996195, 16.711171599999943, 16.875432300003013, 18.645359299996926, 18.806882299999415]",20.204392100000405,None,,,1,001,2020_Nov_11_2328,road map expt,2020.2.4,60.057607256806286,
,,,,,,,,,,,,,,,39.9962102999998,None,,,,,,,
