corrAns,directNote,displayMap.thisRepN,displayMap.thisTrialN,displayMap.thisN,displayMap.thisIndex,instrText.started,instrText.stopped,map.started,map.stopped,directionResponses.keys,directionResponses.corr,directionResponses.rt,directionResponses.started,directionResponses.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
s,s = left,0,0,0,0,10.150546800112352,None,11.63658170006238,None,['s'],0,[12.213262500008568],11.63658170006238,None,,,1,001,2020_Nov_04_1426,road map expt,2020.2.4,60.096370461933546,
,,,,,,,,,,,,,,,23.868124600034207,None,,,,,,,
