displayMap.thisRepN,displayMap.thisTrialN,displayMap.thisN,displayMap.thisIndex,corrAns,directNote,instrText.started,instrText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,18.668978400004562,None,,,,,,,
