corrAns,directNote,displayMap.thisRepN,displayMap.thisTrialN,displayMap.thisN,displayMap.thisIndex,directions2.thisRepN,directions2.thisTrialN,directions2.thisN,directions2.thisIndex,instrText.started,instrText.stopped,map.started,map.stopped,participant,session,date,expName,psychopyVersion,frameRate,
s,s = left,0,0,0,0,0,0,0,0,10.01803160016425,None,11.195477700093761,None,1,001,2020_Nov_04_1415,road map expt,2020.2.4,59.95854466763969,
