displayMap.thisRepN,displayMap.thisTrialN,displayMap.thisN,displayMap.thisIndex,corrAns,directNote,instrText.started,instrText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,19.8653843998909,None,,,,,,,
