displayMap.thisRepN,displayMap.thisTrialN,displayMap.thisN,displayMap.thisIndex,instrText.started,instrText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,11.053946200059727,None,,,,,,,
